(0 0), 0.000000, 1.000000, 1.000000, 1.595584, 1.595584, 1.969172, 1.969172, 2.203511, 2.203511, 2.350503, 2.350503, 2.442706, 2.442706, 2.500542, 2.500542, 2.536820, 2.536820, 2.559576, 2.559576, 2.573850, 2.573850, 2.582803, 2.582803, 2.588419, 2.588419, 2.591942, 2.591942, 2.594152, 2.594152, 2.595538, 2.595538, 2.596408, 2.596408, 2.596953, 2.596953, 2.597295, 2.597295, 2.597510, 2.597510, 2.597644, 2.597644, 2.597729, 2.597729, 2.597782, 2.597782, 2.597815, 2.597815, 2.597836, 2.597836, 2.597849, 
(0 2), 0.000000, 1.000000, 1.000000, 1.595584, 1.595584, 1.969172, 1.969172, 2.203511, 2.203511, 2.350503, 2.350503, 2.442706, 2.442706, 2.500542, 2.500542, 2.536820, 2.536820, 2.559576, 2.559576, 2.573850, 2.573850, 2.582803, 2.582803, 2.588419, 2.588419, 2.591942, 2.591942, 2.594152, 2.594152, 2.595538, 2.595538, 2.596408, 2.596408, 2.596953, 2.596953, 2.597295, 2.597295, 2.597510, 2.597510, 2.597644, 2.597644, 2.597729, 2.597729, 2.597782, 2.597782, 2.597815, 2.597815, 2.597836, 2.597836, 2.597849, 
(0 3), 0.000000, -0.040000, 0.752000, 0.752000, 1.223703, 1.223703, 1.519585, 1.519585, 1.705181, 1.705181, 1.821598, 1.821598, 1.894623, 1.894623, 1.940429, 1.940429, 1.969161, 1.969161, 1.987184, 1.987184, 1.998489, 1.998489, 2.005580, 2.005580, 2.010028, 2.010028, 2.012818, 2.012818, 2.014568, 2.014568, 2.015666, 2.015666, 2.016355, 2.016355, 2.016787, 2.016787, 2.017058, 2.017058, 2.017228, 2.017228, 2.017334, 2.017334, 2.017401, 2.017401, 2.017443, 2.017443, 2.017469, 2.017469, 2.017486, 2.017486, 
(0 4), 0.000000, -0.040000, 0.752000, 0.752000, 1.223703, 1.223703, 1.519585, 1.519585, 1.705181, 1.705181, 1.821598, 1.821598, 1.894623, 1.894623, 1.940429, 1.940429, 1.969161, 1.969161, 1.987184, 1.987184, 1.998489, 1.998489, 2.005580, 2.005580, 2.010028, 2.010028, 2.012818, 2.012818, 2.014568, 2.014568, 2.015666, 2.015666, 2.016355, 2.016355, 2.016787, 2.016787, 2.017058, 2.017058, 2.017228, 2.017228, 2.017334, 2.017334, 2.017401, 2.017401, 2.017443, 2.017443, 2.017469, 2.017469, 2.017486, 2.017486, 
(0 5), 0.000000, 1.000000, 1.000000, 1.595584, 1.595584, 1.969172, 1.969172, 2.203511, 2.203511, 2.350503, 2.350503, 2.442706, 2.442706, 2.500542, 2.500542, 2.536820, 2.536820, 2.559576, 2.559576, 2.573850, 2.573850, 2.582803, 2.582803, 2.588419, 2.588419, 2.591942, 2.591942, 2.594152, 2.594152, 2.595538, 2.595538, 2.596408, 2.596408, 2.596953, 2.596953, 2.597295, 2.597295, 2.597510, 2.597510, 2.597644, 2.597644, 2.597729, 2.597729, 2.597782, 2.597782, 2.597815, 2.597815, 2.597836, 2.597836, 2.597849, 
(1 0), 0.000000, -0.040000, 0.752000, 0.752000, 1.223703, 1.223703, 1.519585, 1.519585, 1.705181, 1.705181, 1.821598, 1.821598, 1.894623, 1.894623, 1.940429, 1.940429, 1.969161, 1.969161, 1.987184, 1.987184, 1.998489, 1.998489, 2.005580, 2.005580, 2.010028, 2.010028, 2.012818, 2.012818, 2.014568, 2.014568, 2.015666, 2.015666, 2.016355, 2.016355, 2.016787, 2.016787, 2.017058, 2.017058, 2.017228, 2.017228, 2.017334, 2.017334, 2.017401, 2.017401, 2.017443, 2.017443, 2.017469, 2.017469, 2.017486, 2.017486, 
(1 1), 0.000000, -1.000000, -1.000000, -0.404416, -0.404416, -0.030828, -0.030828, 0.203511, 0.203511, 0.350503, 0.350503, 0.442706, 0.442706, 0.500542, 0.500542, 0.536820, 0.536820, 0.559576, 0.559576, 0.573850, 0.573850, 0.582803, 0.582803, 0.588419, 0.588419, 0.591942, 0.591942, 0.594152, 0.594152, 0.595538, 0.595538, 0.596408, 0.596408, 0.596953, 0.596953, 0.597295, 0.597295, 0.597510, 0.597510, 0.597644, 0.597644, 0.597729, 0.597729, 0.597782, 0.597782, 0.597815, 0.597815, 0.597836, 0.597836, 0.597849, 
(1 2), 0.000000, -0.040000, 0.752000, 0.752000, 1.223703, 1.223703, 1.519585, 1.519585, 1.705181, 1.705181, 1.821598, 1.821598, 1.894623, 1.894623, 1.940429, 1.940429, 1.969161, 1.969161, 1.987184, 1.987184, 1.998489, 1.998489, 2.005580, 2.005580, 2.010028, 2.010028, 2.012818, 2.012818, 2.014568, 2.014568, 2.015666, 2.015666, 2.016355, 2.016355, 2.016787, 2.016787, 2.017058, 2.017058, 2.017228, 2.017228, 2.017334, 2.017334, 2.017401, 2.017401, 2.017443, 2.017443, 2.017469, 2.017469, 2.017486, 2.017486, 
(1 3), 0.000000, 1.000000, 1.000000, 1.595584, 1.595584, 1.969172, 1.969172, 2.203511, 2.203511, 2.350503, 2.350503, 2.442706, 2.442706, 2.500542, 2.500542, 2.536820, 2.536820, 2.559576, 2.559576, 2.573850, 2.573850, 2.582803, 2.582803, 2.588419, 2.588419, 2.591942, 2.591942, 2.594152, 2.594152, 2.595538, 2.595538, 2.596408, 2.596408, 2.596953, 2.596953, 2.597295, 2.597295, 2.597510, 2.597510, 2.597644, 2.597644, 2.597729, 2.597729, 2.597782, 2.597782, 2.597815, 2.597815, 2.597836, 2.597836, 2.597849, 
(1 5), 0.000000, -1.000000, -0.208000, -0.208000, 0.263703, 0.263703, 0.559585, 0.559585, 0.745181, 0.745181, 0.861598, 0.861598, 0.934623, 0.934623, 0.980429, 0.980429, 1.009161, 1.009161, 1.027184, 1.027184, 1.038489, 1.038489, 1.045580, 1.045580, 1.050028, 1.050028, 1.052818, 1.052818, 1.054568, 1.054568, 1.055666, 1.055666, 1.056355, 1.056355, 1.056787, 1.056787, 1.057058, 1.057058, 1.057228, 1.057228, 1.057334, 1.057334, 1.057401, 1.057401, 1.057443, 1.057443, 1.057469, 1.057469, 1.057486, 1.057486, 
(2 0), 0.000000, -0.040000, -0.040000, 0.555584, 0.555584, 0.929172, 0.929172, 1.163511, 1.163511, 1.310503, 1.310503, 1.402706, 1.402706, 1.460542, 1.460542, 1.496820, 1.496820, 1.519576, 1.519576, 1.533850, 1.533850, 1.542803, 1.542803, 1.548419, 1.548419, 1.551942, 1.551942, 1.554152, 1.554152, 1.555538, 1.555538, 1.556408, 1.556408, 1.556953, 1.556953, 1.557295, 1.557295, 1.557510, 1.557510, 1.557644, 1.557644, 1.557729, 1.557729, 1.557782, 1.557782, 1.557815, 1.557815, 1.557836, 1.557836, 1.557849, 
(2 1), 0.000000, -0.040000, -0.040000, -0.040000, 0.400023, 0.400023, 0.695905, 0.695905, 0.881501, 0.881501, 0.997918, 0.997918, 1.070943, 1.070943, 1.116749, 1.116749, 1.145481, 1.145481, 1.163504, 1.163504, 1.174809, 1.174809, 1.181900, 1.181900, 1.186348, 1.186348, 1.189138, 1.189138, 1.190888, 1.190888, 1.191986, 1.191986, 1.192675, 1.192675, 1.193107, 1.193107, 1.193378, 1.193378, 1.193548, 1.193548, 1.193654, 1.193654, 1.193721, 1.193721, 1.193763, 1.193763, 1.193789, 1.193789, 1.193806, 1.193806, 
(2 2), 0.000000, -1.000000, -1.000000, -0.404416, -0.404416, -0.030828, -0.030828, 0.203511, 0.203511, 0.350503, 0.350503, 0.442706, 0.442706, 0.500542, 0.500542, 0.536820, 0.536820, 0.559576, 0.559576, 0.573850, 0.573850, 0.582803, 0.582803, 0.588419, 0.588419, 0.591942, 0.591942, 0.594152, 0.594152, 0.595538, 0.595538, 0.596408, 0.596408, 0.596953, 0.596953, 0.597295, 0.597295, 0.597510, 0.597510, 0.597644, 0.597644, 0.597729, 0.597729, 0.597782, 0.597782, 0.597815, 0.597815, 0.597836, 0.597836, 0.597849, 
(2 3), 0.000000, -0.040000, 0.752000, 0.752000, 1.223703, 1.223703, 1.519585, 1.519585, 1.705181, 1.705181, 1.821598, 1.821598, 1.894623, 1.894623, 1.940429, 1.940429, 1.969161, 1.969161, 1.987184, 1.987184, 1.998489, 1.998489, 2.005580, 2.005580, 2.010028, 2.010028, 2.012818, 2.012818, 2.014568, 2.014568, 2.015666, 2.015666, 2.016355, 2.016355, 2.016787, 2.016787, 2.017058, 2.017058, 2.017228, 2.017228, 2.017334, 2.017334, 2.017401, 2.017401, 2.017443, 2.017443, 2.017469, 2.017469, 2.017486, 2.017486, 
(2 4), 0.000000, 1.000000, 1.000000, 1.595584, 1.595584, 1.969172, 1.969172, 2.203511, 2.203511, 2.350503, 2.350503, 2.442706, 2.442706, 2.500542, 2.500542, 2.536820, 2.536820, 2.559576, 2.559576, 2.573850, 2.573850, 2.582803, 2.582803, 2.588419, 2.588419, 2.591942, 2.591942, 2.594152, 2.594152, 2.595538, 2.595538, 2.596408, 2.596408, 2.596953, 2.596953, 2.597295, 2.597295, 2.597510, 2.597510, 2.597644, 2.597644, 2.597729, 2.597729, 2.597782, 2.597782, 2.597815, 2.597815, 2.597836, 2.597836, 2.597849, 
(2 5), 0.000000, -0.040000, 0.752000, 0.752000, 1.223703, 1.223703, 1.519585, 1.519585, 1.705181, 1.705181, 1.821598, 1.821598, 1.894623, 1.894623, 1.940429, 1.940429, 1.969161, 1.969161, 1.987184, 1.987184, 1.998489, 1.998489, 2.005580, 2.005580, 2.010028, 2.010028, 2.012818, 2.012818, 2.014568, 2.014568, 2.015666, 2.015666, 2.016355, 2.016355, 2.016787, 2.016787, 2.017058, 2.017058, 2.017228, 2.017228, 2.017334, 2.017334, 2.017401, 2.017401, 2.017443, 2.017443, 2.017469, 2.017469, 2.017486, 2.017486, 
(3 0), 0.000000, -0.040000, -0.040000, -0.040000, 0.400023, 0.400023, 0.695905, 0.695905, 0.881501, 0.881501, 0.997918, 0.997918, 1.070943, 1.070943, 1.116749, 1.116749, 1.145481, 1.145481, 1.163504, 1.163504, 1.174809, 1.174809, 1.181900, 1.181900, 1.186348, 1.186348, 1.189138, 1.189138, 1.190888, 1.190888, 1.191986, 1.191986, 1.192675, 1.192675, 1.193107, 1.193107, 1.193378, 1.193378, 1.193548, 1.193548, 1.193654, 1.193654, 1.193721, 1.193721, 1.193763, 1.193763, 1.193789, 1.193789, 1.193806, 1.193806, 
(3 1), 0.000000, -0.040000, -0.040000, -0.040000, -0.040000, 0.276818, 0.276818, 0.511156, 0.511156, 0.658149, 0.658149, 0.750351, 0.750351, 0.808187, 0.808187, 0.844465, 0.844465, 0.867221, 0.867221, 0.881495, 0.881495, 0.890449, 0.890449, 0.896065, 0.896065, 0.899588, 0.899588, 0.901798, 0.901798, 0.903184, 0.903184, 0.904053, 0.904053, 0.904599, 0.904599, 0.904941, 0.904941, 0.905155, 0.905155, 0.905290, 0.905290, 0.905374, 0.905374, 0.905427, 0.905427, 0.905460, 0.905460, 0.905481, 0.905481, 0.905494, 
(3 2), 0.000000, -0.040000, -0.040000, -0.040000, -0.040000, -0.040000, 0.179240, 0.179240, 0.364836, 0.364836, 0.481254, 0.481254, 0.554278, 0.554278, 0.600084, 0.600084, 0.628816, 0.628816, 0.646839, 0.646839, 0.658144, 0.658144, 0.665235, 0.665235, 0.669683, 0.669683, 0.672474, 0.672474, 0.674224, 0.674224, 0.675321, 0.675321, 0.676010, 0.676010, 0.676442, 0.676442, 0.676713, 0.676713, 0.676883, 0.676883, 0.676990, 0.676990, 0.677056, 0.677056, 0.677098, 0.677098, 0.677125, 0.677125, 0.677141, 0.677141, 
(3 3), 0.000000, -1.000000, -1.000000, -0.404416, -0.404416, -0.030828, -0.030828, 0.203511, 0.203511, 0.350503, 0.350503, 0.442706, 0.442706, 0.500542, 0.500542, 0.536820, 0.536820, 0.559576, 0.559576, 0.573850, 0.573850, 0.582803, 0.582803, 0.588419, 0.588419, 0.591942, 0.591942, 0.594152, 0.594152, 0.595538, 0.595538, 0.596408, 0.596408, 0.596953, 0.596953, 0.597295, 0.597295, 0.597510, 0.597510, 0.597644, 0.597644, 0.597729, 0.597729, 0.597782, 0.597782, 0.597815, 0.597815, 0.597836, 0.597836, 0.597849, 
(3 4), 0.000000, -0.040000, 0.752000, 0.752000, 1.223703, 1.223703, 1.519585, 1.519585, 1.705181, 1.705181, 1.821598, 1.821598, 1.894623, 1.894623, 1.940429, 1.940429, 1.969161, 1.969161, 1.987184, 1.987184, 1.998489, 1.998489, 2.005580, 2.005580, 2.010028, 2.010028, 2.012818, 2.012818, 2.014568, 2.014568, 2.015666, 2.015666, 2.016355, 2.016355, 2.016787, 2.016787, 2.017058, 2.017058, 2.017228, 2.017228, 2.017334, 2.017334, 2.017401, 2.017401, 2.017443, 2.017443, 2.017469, 2.017469, 2.017486, 2.017486, 
(3 5), 0.000000, 1.000000, 1.000000, 1.595584, 1.595584, 1.969172, 1.969172, 2.203511, 2.203511, 2.350503, 2.350503, 2.442706, 2.442706, 2.500542, 2.500542, 2.536820, 2.536820, 2.559576, 2.559576, 2.573850, 2.573850, 2.582803, 2.582803, 2.588419, 2.588419, 2.591942, 2.591942, 2.594152, 2.594152, 2.595538, 2.595538, 2.596408, 2.596408, 2.596953, 2.596953, 2.597295, 2.597295, 2.597510, 2.597510, 2.597644, 2.597644, 2.597729, 2.597729, 2.597782, 2.597782, 2.597815, 2.597815, 2.597836, 2.597836, 2.597849, 
(4 0), 0.000000, -0.040000, -0.040000, -0.040000, -0.040000, 0.276818, 0.276818, 0.511156, 0.511156, 0.658149, 0.658149, 0.750351, 0.750351, 0.808187, 0.808187, 0.844465, 0.844465, 0.867221, 0.867221, 0.881495, 0.881495, 0.890449, 0.890449, 0.896065, 0.896065, 0.899588, 0.899588, 0.901798, 0.901798, 0.903184, 0.903184, 0.904053, 0.904053, 0.904599, 0.904599, 0.904941, 0.904941, 0.905155, 0.905155, 0.905290, 0.905290, 0.905374, 0.905374, 0.905427, 0.905427, 0.905460, 0.905460, 0.905481, 0.905481, 0.905494, 
(4 4), 0.000000, -1.000000, -1.000000, -0.404416, -0.404416, -0.030828, -0.030828, 0.203511, 0.203511, 0.350503, 0.350503, 0.442706, 0.442706, 0.500542, 0.500542, 0.536820, 0.536820, 0.559576, 0.559576, 0.573850, 0.573850, 0.582803, 0.582803, 0.588419, 0.588419, 0.591942, 0.591942, 0.594152, 0.594152, 0.595538, 0.595538, 0.596408, 0.596408, 0.596953, 0.596953, 0.597295, 0.597295, 0.597510, 0.597510, 0.597644, 0.597644, 0.597729, 0.597729, 0.597782, 0.597782, 0.597815, 0.597815, 0.597836, 0.597836, 0.597849, 
(4 5), 0.000000, -0.040000, 0.752000, 0.752000, 1.223703, 1.223703, 1.519585, 1.519585, 1.705181, 1.705181, 1.821598, 1.821598, 1.894623, 1.894623, 1.940429, 1.940429, 1.969161, 1.969161, 1.987184, 1.987184, 1.998489, 1.998489, 2.005580, 2.005580, 2.010028, 2.010028, 2.012818, 2.012818, 2.014568, 2.014568, 2.015666, 2.015666, 2.016355, 2.016355, 2.016787, 2.016787, 2.017058, 2.017058, 2.017228, 2.017228, 2.017334, 2.017334, 2.017401, 2.017401, 2.017443, 2.017443, 2.017469, 2.017469, 2.017486, 2.017486, 
(5 0), 0.000000, -0.040000, -0.040000, -0.040000, -0.040000, -0.040000, 0.179240, 0.179240, 0.364836, 0.364836, 0.481254, 0.481254, 0.554278, 0.554278, 0.600084, 0.600084, 0.628816, 0.628816, 0.646839, 0.646839, 0.658144, 0.658144, 0.665235, 0.665235, 0.669683, 0.669683, 0.672474, 0.672474, 0.674224, 0.674224, 0.675321, 0.675321, 0.676010, 0.676010, 0.676442, 0.676442, 0.676713, 0.676713, 0.676883, 0.676883, 0.676990, 0.676990, 0.677056, 0.677056, 0.677098, 0.677098, 0.677125, 0.677125, 0.677141, 0.677141, 
(5 1), 0.000000, -0.040000, -0.040000, -0.040000, -0.040000, -0.040000, -0.040000, 0.101958, 0.101958, 0.248950, 0.248950, 0.341153, 0.341153, 0.398988, 0.398988, 0.435267, 0.435267, 0.458023, 0.458023, 0.472297, 0.472297, 0.481250, 0.481250, 0.486866, 0.486866, 0.490389, 0.490389, 0.492599, 0.492599, 0.493985, 0.493985, 0.494855, 0.494855, 0.495400, 0.495400, 0.495742, 0.495742, 0.495957, 0.495957, 0.496091, 0.496091, 0.496176, 0.496176, 0.496229, 0.496229, 0.496262, 0.496262, 0.496283, 0.496283, 0.496296, 
(5 2), 0.000000, -0.040000, -0.040000, -0.040000, -0.040000, -0.040000, 0.179240, 0.179240, 0.364836, 0.364836, 0.481254, 0.481254, 0.554278, 0.554278, 0.600084, 0.600084, 0.628816, 0.628816, 0.646839, 0.646839, 0.658144, 0.658144, 0.665235, 0.665235, 0.669683, 0.669683, 0.672474, 0.672474, 0.674224, 0.674224, 0.675321, 0.675321, 0.676010, 0.676010, 0.676442, 0.676442, 0.676713, 0.676713, 0.676883, 0.676883, 0.676990, 0.676990, 0.677056, 0.677056, 0.677098, 0.677098, 0.677125, 0.677125, 0.677141, 0.677141, 
(5 3), 0.000000, -0.040000, -0.040000, -0.040000, -0.040000, 0.276818, 0.276818, 0.511156, 0.511156, 0.658149, 0.658149, 0.750351, 0.750351, 0.808187, 0.808187, 0.844465, 0.844465, 0.867221, 0.867221, 0.881495, 0.881495, 0.890449, 0.890449, 0.896065, 0.896065, 0.899588, 0.899588, 0.901798, 0.901798, 0.903184, 0.903184, 0.904053, 0.904053, 0.904599, 0.904599, 0.904941, 0.904941, 0.905155, 0.905155, 0.905290, 0.905290, 0.905374, 0.905374, 0.905427, 0.905427, 0.905460, 0.905460, 0.905481, 0.905481, 0.905494, 
(5 4), 0.000000, -0.040000, -0.040000, -0.040000, 0.400023, 0.400023, 0.695905, 0.695905, 0.881501, 0.881501, 0.997918, 0.997918, 1.070943, 1.070943, 1.116749, 1.116749, 1.145481, 1.145481, 1.163504, 1.163504, 1.174809, 1.174809, 1.181900, 1.181900, 1.186348, 1.186348, 1.189138, 1.189138, 1.190888, 1.190888, 1.191986, 1.191986, 1.192675, 1.192675, 1.193107, 1.193107, 1.193378, 1.193378, 1.193548, 1.193548, 1.193654, 1.193654, 1.193721, 1.193721, 1.193763, 1.193763, 1.193789, 1.193789, 1.193806, 1.193806, 
(5 5), 0.000000, -0.040000, -0.040000, 0.555584, 0.555584, 0.929172, 0.929172, 1.163511, 1.163511, 1.310503, 1.310503, 1.402706, 1.402706, 1.460542, 1.460542, 1.496820, 1.496820, 1.519576, 1.519576, 1.533850, 1.533850, 1.542803, 1.542803, 1.548419, 1.548419, 1.551942, 1.551942, 1.554152, 1.554152, 1.555538, 1.555538, 1.556408, 1.556408, 1.556953, 1.556953, 1.557295, 1.557295, 1.557510, 1.557510, 1.557644, 1.557644, 1.557729, 1.557729, 1.557782, 1.557782, 1.557815, 1.557815, 1.557836, 1.557836, 1.557849, 
